0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00
4.142619981242330282e-04 6.495374947653288652e-12 2.598191097529095680e-11
5.312425364332411639e-04 1.068145387980970681e-11 4.272693432113444691e-11
6.392429867190075428e-04 1.546557002972999355e-11 6.186463024982573878e-11
7.392073344873071813e-04 2.068020524024470085e-11 8.272502379234349812e-11
8.320795652439164514e-04 2.620231337766168867e-11 1.048159957514112445e-10
9.188036644946102069e-04 3.194791002077562228e-11 1.278016514540042481e-10
1.000323617745164711e-03 3.786733486198678930e-11 1.514833939318910190e-10
1.077583410501355360e-03 4.394118935404178756e-11 1.757836785500576620e-10
1.151527028268957333e-03 5.017694758382614758e-11 2.007324621833669173e-10
1.224420250159750489e-03 5.672861919580433173e-11 2.269460130253542954e-10
1.295572430935782761e-03 6.351105369515533865e-11 2.540837451501458957e-10
1.365272689595477132e-03 7.052594573386579204e-11 2.821525315668574098e-10
1.433849685810334364e-03 7.778592136006859406e-11 3.112029917475197041e-10
1.502315710602660642e-03 8.538843019791318529e-11 3.416251920440589003e-10
1.570520150066420390e-03 9.331377731154035044e-11 3.733404703284983918e-10
1.638284806218299637e-03 1.015357574680249999e-10 4.062441045079370551e-10
1.705699949831346578e-03 1.100591765900718443e-10 4.403554726329919394e-10
1.772855851678609195e-03 1.188907096235087947e-10 4.757014417880697239e-10
1.839894878104201669e-03 1.280461249068305817e-10 5.123452856704429975e-10
1.907218840188837144e-03 1.375814765515922895e-10 5.505115471142988238e-10
1.974514843222141547e-03 1.474543000944255551e-10 5.900304594451708378e-10
2.041810623354718343e-03 1.576683448121306402e-10 6.309172283671366767e-10
2.109133916737172734e-03 1.682279189891318979e-10 6.731893073899503354e-10
2.176512459520107100e-03 1.791378897466366703e-10 7.168663980079717757e-10
2.243973987854125558e-03 1.904036834200973449e-10 7.619704521364344811e-10
2.311547304289174754e-03 2.020314726966755219e-10 8.085264223912879284e-10
2.379275963594538936e-03 2.140306647466658295e-10 8.565722263162164663e-10
2.447169956047122452e-03 2.264053501247636914e-10 9.061245084021087411e-10
2.515255294540658451e-03 2.391628668649844900e-10 9.572129307662790982e-10
2.583557991968873143e-03 2.523110869670411885e-10 1.009869310142830905e-09
2.652104061225497508e-03 2.658584197263431069e-10 1.064127632512399722e-09
2.720919515204259492e-03 2.798138155310511678e-10 1.120024069685395668e-09
2.790030366798889206e-03 2.941867701236255326e-10 1.177596997833323451e-09
2.859462628903114596e-03 3.089873293240968475e-10 1.236887017962331982e-09
2.929279802487505611e-03 3.242343790900880877e-10 1.297970170699350756e-09
2.999553026399991856e-03 3.399498832099472961e-10 1.360934863191888475e-09
3.070219911965898531e-03 3.561264149053790107e-10 1.425751774565993336e-09
3.141298648698128901e-03 3.727743416608258422e-10 1.492462895007385488e-09
3.212807426109591004e-03 3.899044438663231916e-10 1.561111896486176861e-09
3.284764433713189408e-03 4.075279196703987456e-10 1.631744153943410971e-09
3.357187861021829547e-03 4.256563900305680495e-10 1.704406767367011106e-09
3.430095897548419460e-03 4.443019039586753689e-10 1.779148584751229160e-09
3.503506732805864582e-03 4.634769439581895665e-10 1.856020225933405944e-09
3.577438556307068612e-03 4.831944316504112816e-10 1.935074107301513426e-09
3.651909557564940456e-03 5.034677335863947186e-10 2.016364467365623011e-09
3.726779103835509144e-03 5.242661034699005444e-10 2.099768677331301095e-09
3.802198322971358114e-03 5.456391859174726274e-10 2.185486503927568308e-09
3.878222755424005647e-03 5.676121615761303842e-10 2.273619687744756081e-09
3.954879422091134300e-03 5.902030390095165494e-10 2.364241263129881788e-09
4.032195343870427495e-03 6.134305083778207717e-10 2.457427054580162488e-09
4.110197541659565620e-03 6.373139524613677941e-10 2.553255724944565470e-09
4.188913036356229497e-03 6.618734581026045467e-10 2.651808825550526959e-09
4.268368848858106884e-03 6.871298280583976723e-10 2.753170848238544299e-09
4.348592000062876002e-03 7.131045932540885392e-10 2.857429279286329892e-09
4.429609510868219406e-03 7.398200254302917476e-10 2.964674655203280064e-09
4.511448402171822254e-03 7.672991501728898112e-10 3.075000620374782405e-09
4.594135694871366235e-03 7.955657603161687031e-10 3.188503986534822222e-09
4.677052178089845941e-03 8.244175732178326339e-10 3.304373666966488239e-09
4.760691460892902023e-03 8.540346294901703770e-10 3.423333890913373003e-09
4.845359227075659962e-03 8.845408995575827651e-10 3.545884083033838896e-09
4.931125141320777741e-03 9.159808646155087719e-10 3.672204616814795985e-09
5.018058868310909006e-03 9.484009702871858710e-10 3.802483925591285137e-09
5.106230072728713473e-03 9.818496775806926438e-10 3.936918722881331641e-09
5.195708419256845657e-03 1.016377516790207188e-09 4.075714235862820234e-09
5.286563572577960071e-03 1.052037144280464555e-09 4.219084451861972025e-09
5.378865197374717300e-03 1.088883402088724431e-09 4.367252377712813391e-09
5.472682958329770121e-03 1.126973380273544544e-09 4.520450311836287579e-09
5.568111153935015496e-03 1.166376739252207027e-09 4.678961395442097692e-09
5.665227439073346367e-03 1.207159169390513907e-09 4.843053120897786250e-09
