0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00
4.142619981242330282e-04 -5.027253666832956665e-03 -1.508105053688907175e-02
5.312425364332411639e-04 -6.446599370822967724e-03 -1.933835253230241011e-02
6.392429867190075428e-04 -7.756824787133515323e-03 -2.326799675972695408e-02
7.392073344873071813e-04 -8.969393688503281281e-03 -2.690441113393043926e-02
8.320795652439164514e-04 -1.009577520887672275e-02 -3.028204161554469073e-02
9.188036644946102069e-04 -1.114743897686304094e-02 -3.343533264141372585e-02
1.000323617745164711e-03 -1.213585083259242567e-02 -3.639865950054035904e-02
1.077583410501355360e-03 -1.307246810440025608e-02 -3.920636544652024436e-02
1.151527028268957333e-03 -1.396874343895016836e-02 -4.189280905519126436e-02
1.224420250159750489e-03 -1.485214238734535938e-02 -4.454032630340814397e-02
1.295572430935782761e-03 -1.571429401790050417e-02 -4.712383397351874864e-02
1.365272689595477132e-03 -1.655870297012046466e-02 -4.965383909401258761e-02
1.433849685810334364e-03 -1.738935121430864456e-02 -5.214227420975511840e-02
1.502315710602660642e-03 -1.821849666055552763e-02 -5.462585394500662356e-02
1.570520150066420390e-03 -1.904430905138459681e-02 -5.709908239551854392e-02
1.638284806218299637e-03 -1.986462588464343176e-02 -5.955547243216244291e-02
1.705699949831346578e-03 -2.068053558082080454e-02 -6.199827384383148343e-02
1.772855851678609195e-03 -2.149312583660550890e-02 -6.443073260487944265e-02
1.839894878104201669e-03 -2.230411367299569778e-02 -6.685797627073264415e-02
1.907218840188837144e-03 -2.311835201486170735e-02 -6.929451231010189116e-02
1.974514843222141547e-03 -2.393204831882509223e-02 -7.172897378566997495e-02
2.041810623354718343e-03 -2.474553090906003380e-02 -7.416232750392665052e-02
2.109133916737172734e-03 -2.555912776703417322e-02 -7.659553847741888688e-02
2.176512459520107100e-03 -2.637316650141900698e-02 -7.902956977296735075e-02
2.243973987854125558e-03 -2.718797431774315140e-02 -8.146538235759191726e-02
2.311547304289174754e-03 -2.800389086201918870e-02 -8.390397341951355559e-02
2.379275963594538936e-03 -2.882143334378537217e-02 -8.634686965870075337e-02
2.447169956047122452e-03 -2.964071327395784855e-02 -8.879438428924127380e-02
2.515255294540658451e-03 -3.046203515532594497e-02 -9.124740623097475634e-02
2.583557991968873143e-03 -3.128570295609960084e-02 -9.370682162135964000e-02
2.652104061225497508e-03 -3.211202007754776488e-02 -9.617351364780683809e-02
2.720919515204259492e-03 -3.294128932073167593e-02 -9.864836237517556061e-02
2.790030366798889206e-03 -3.377381285224970164e-02 -1.011322445680336995e-01
2.859462628903114596e-03 -3.460989216891018072e-02 -1.036260335072766853e-01
2.929279802487505611e-03 -3.545027921355659029e-02 -1.061319438136528320e-01
2.999553026399991856e-03 -3.629581632867130703e-02 -1.086524561184585569e-01
3.070219911965898531e-03 -3.714573850797067700e-02 -1.111852580612411323e-01
3.141298648698128901e-03 -3.800025018697088253e-02 -1.137309271313813874e-01
3.212807426109591004e-03 -3.885955510741346403e-02 -1.162900372386582587e-01
3.284764433713189408e-03 -3.972385628659245299e-02 -1.188631585569261961e-01
3.357187861021829547e-03 -4.059335598571551379e-02 -1.214508573630795063e-01
3.430095897548419460e-03 -4.146825567726059036e-02 -1.240536958711171700e-01
3.503506732805864582e-03 -4.234875601128861716e-02 -1.266722320611211039e-01
3.577438556307068612e-03 -4.323505678067277036e-02 -1.293070195029609182e-01
3.651909557564940456e-03 -4.412735688520445787e-02 -1.319586071745396938e-01
3.726779103835509144e-03 -4.502395284912506096e-02 -1.346218924426733632e-01
3.802198322971358114e-03 -4.592663553124937126e-02 -1.373021533318472265e-01
3.878222755424005647e-03 -4.683604821974833576e-02 -1.400012525695945864e-01
3.954879422091134300e-03 -4.775249127968614338e-02 -1.427200311806433308e-01
4.032195343870427495e-03 -4.867626371894594184e-02 -1.454593231976324397e-01
4.110197541659565620e-03 -4.960766312602547107e-02 -1.482199553440465001e-01
4.188913036356229497e-03 -5.054698560534914842e-02 -1.510027467047361516e-01
4.268368848858106884e-03 -5.149452570999214079e-02 -1.538085083835234734e-01
4.348592000062876002e-03 -5.245057637171006426e-02 -1.566380431473817503e-01
4.429609510868219406e-03 -5.341542882816699422e-02 -1.594921450566776921e-01
4.511448402171822254e-03 -5.438937254725131898e-02 -1.623715990809511123e-01
4.594135694871366235e-03 -5.537269514836813677e-02 -1.652771806997045401e-01
4.677052178089845941e-03 -5.635800598279558371e-02 -1.681869921394001099e-01
4.760691460892902023e-03 -5.735114478002550920e-02 -1.711182223093713761e-01
4.845359227075659962e-03 -5.835570365778326718e-02 -1.740813904555104930e-01
4.931125141320777741e-03 -5.937246510172752151e-02 -1.770787075160792368e-01
5.018058868310909006e-03 -6.040220744584592905e-02 -1.801123630871035997e-01
5.106230072728713473e-03 -6.144570463360122387e-02 -1.831845242075078595e-01
5.195708419256845657e-03 -6.250372596426340133e-02 -1.862973340699973779e-01
5.286563572577960071e-03 -6.357703582362671246e-02 -1.894529106537947982e-01
5.378865197374717300e-03 -6.466639339828626765e-02 -1.926533452752252074e-01
5.472682958329770121e-03 -6.577255237262111254e-02 -1.959007010520394665e-01
5.568111153935015496e-03 -6.689655060736453274e-02 -1.991978620754640272e-01
5.665227439073346367e-03 -6.803922284367328044e-02 -2.025471016825204917e-01
5.764054217884360953e-03 -6.920074782532648072e-02 -2.059487568304493033e-01
5.864655501024389379e-03 -7.038178802658316691e-02 -2.094045687063517680e-01
5.967095299149763506e-03 -7.158299895478868746e-02 -2.129162426667977615e-01
6.071437622916814325e-03 -7.280502874945299352e-02 -2.164854461888619519e-01
6.177746482981877167e-03 -7.404851775892798416e-02 -2.201138067075705529e-01
6.286683118589640219e-03 -7.532106997375456747e-02 -2.238232205816703957e-01
6.398035223594019869e-03 -7.662005852430076036e-02 -2.276057019058451425e-01
6.511458693441631723e-03 -7.794132957455901511e-02 -2.314488434740983591e-01
6.626925796615412180e-03 -7.928442407410503379e-02 -2.353510072414641274e-01
6.744408801598295033e-03 -8.064887957681184105e-02 -2.393105382811736015e-01
6.863879976873215813e-03 -8.203423026911713101e-02 -2.433257649812482770e-01
6.985311590923107446e-03 -8.344000700429494988e-02 -2.473949992740459014e-01
7.108675912230908930e-03 -8.486573734284849624e-02 -2.515165368994094486e-01
7.233945209279547990e-03 -8.631094559912790010e-02 -2.556886577019874540e-01
7.360581637637290779e-03 -8.776928389626766081e-02 -2.598927160679008752e-01
7.488963873181010526e-03 -8.924497049797172621e-02 -2.641405528630051958e-01
7.619211941460765983e-03 -9.073922165809558682e-02 -2.684353060694771864e-01
7.751336599554918896e-03 -9.225198759586052122e-02 -2.727764487693515316e-01
7.885348604541833617e-03 -9.378321179458025403e-02 -2.771634211102944056e-01
8.021258713499875362e-03 -9.533283081885612908e-02 -2.815956295180968572e-01
8.159077683507409348e-03 -9.690077413015424357e-02 -2.860724459122137575e-01
8.298816271642792120e-03 -9.848696390095537656e-02 -2.905932069258816419e-01
8.440485234984394097e-03 -1.000913148276824510e-01 -2.951572131324418646e-01
8.584095330610573560e-03 -1.017137339426227860e-01 -2.997637282795745928e-01
8.729657315599699194e-03 -1.033541204250785078e-01 -3.044119785332530248e-01
8.877019480528174425e-03 -1.050105416723368101e-01 -3.090960110872023603e-01
9.026379187023326686e-03 -1.066849847295007619e-01 -3.138209490160224213e-01
9.177767206667238747e-03 -1.083775460330307083e-01 -3.185865170154181247e-01
9.331208098182804458e-03 -1.100882414797401398e-01 -3.233921885087519543e-01
9.486726420292914200e-03 -1.118170759880555559e-01 -3.282373822703488209e-01
9.644346731720460086e-03 -1.135640431260099281e-01 -3.331214606298898429e-01
9.804093591188337703e-03 -1.153291247292748678e-01 -3.380437276303565608e-01
9.967041739578000673e-03 -1.171238382759950541e-01 -3.430354777691526635e-01
1.013240845435690353e-02 -1.189391771651536062e-01 -3.480707640690663407e-01
1.029986951687890395e-02 -1.207712447039764464e-01 -3.531380196605308219e-01
