radius	csound	density	pressure	Gamma_1	temperature
2.5353350E-001	4.1874662E+007	2.0083263E+001	2.1110951E+016	1.6681269E+000	7.8544228E+006
2.5263770E-001	4.1933515E+007	2.0277244E+001	2.1374771E+016	1.6681303E+000	7.8771666E+006
2.5174250E-001	4.1992421E+007	2.0472752E+001	2.1641494E+016	1.6681335E+000	7.8999846E+006
2.5084800E-001	4.2051386E+007	2.0669786E+001	2.1911152E+016	1.6681358E+000	7.9228792E+006
2.4995390E-001	4.2110412E+007	2.0868394E+001	2.2183803E+016	1.6681381E+000	7.9458523E+006
2.4906030E-001	4.2169506E+007	2.1068587E+001	2.2459490E+016	1.6681402E+000	7.9689061E+006
2.4816700E-001	4.2228680E+007	2.1270385E+001	2.2738260E+016	1.6681424E+000	7.9920421E+006
2.4727410E-001	4.2287905E+007	2.1473812E+001	2.3020146E+016	1.6681435E+000	8.0152619E+006
2.4638140E-001	4.2347204E+007	2.1678874E+001	2.3305189E+016	1.6681441E+000	8.0385665E+006
2.4548900E-001	4.2406588E+007	2.1885592E+001	2.3593428E+016	1.6681454E+000	8.0619568E+006
2.4459690E-001	4.2466032E+007	2.2093984E+001	2.3884896E+016	1.6681459E+000	8.0854335E+006
2.4370500E-001	4.2525549E+007	2.2304059E+001	2.4179629E+016	1.6681463E+000	8.1089971E+006
2.4281320E-001	4.2585135E+007	2.2515830E+001	2.4477662E+016	1.6681461E+000	8.1326481E+006
2.4192170E-001	4.2644795E+007	2.2729308E+001	2.4779016E+016	1.6681466E+000	8.1563868E+006
2.4103040E-001	4.2704518E+007	2.2944507E+001	2.5083736E+016	1.6681464E+000	8.1802134E+006
2.4013920E-001	4.2764313E+007	2.3161417E+001	2.5391832E+016	1.6681461E+000	8.2041282E+006
2.3924830E-001	4.2824169E+007	2.3380066E+001	2.5703346E+016	1.6681457E+000	8.2281310E+006
2.3835760E-001	4.2884082E+007	2.3600457E+001	2.6018297E+016	1.6681449E+000	8.2522220E+006
2.3746700E-001	4.2944060E+007	2.3822592E+001	2.6336715E+016	1.6681443E+000	8.2764010E+006
2.3657670E-001	4.3004087E+007	2.4046481E+001	2.6658621E+016	1.6681432E+000	8.3006679E+006
2.3568670E-001	4.3064172E+007	2.4272128E+001	2.6984043E+016	1.6681421E+000	8.3250227E+006
2.3479690E-001	4.3124316E+007	2.4499531E+001	2.7313002E+016	1.6681411E+000	8.3494649E+006
2.3390730E-001	4.3184501E+007	2.4728702E+001	2.7645518E+016	1.6681397E+000	8.3739945E+006
2.3301810E-001	4.3244732E+007	2.4959651E+001	2.7981617E+016	1.6681385E+000	8.3986112E+006
2.3212910E-001	4.3305016E+007	2.5192367E+001	2.8321324E+016	1.6681374E+000	8.4233146E+006
2.3124050E-001	4.3365320E+007	2.5426867E+001	2.8664646E+016	1.6681356E+000	8.4481044E+006
2.3035220E-001	4.3425677E+007	2.5663143E+001	2.9011619E+016	1.6681346E+000	8.4729802E+006
2.2946420E-001	4.3486063E+007	2.5901204E+001	2.9362258E+016	1.6681330E+000	8.4979417E+006
2.2857660E-001	4.3546474E+007	2.6141055E+001	2.9716578E+016	1.6681316E+000	8.5229884E+006
2.2768940E-001	4.3606917E+007	2.6382694E+001	3.0074604E+016	1.6681304E+000	8.5481199E+006
2.2680260E-001	4.3667375E+007	2.6626124E+001	3.0436350E+016	1.6681287E+000	8.5733357E+006
2.2591630E-001	4.3727859E+007	2.6871342E+001	3.0801830E+016	1.6681275E+000	8.5986353E+006
2.2503040E-001	4.3788358E+007	2.7118363E+001	3.1171076E+016	1.6681266E+000	8.6240182E+006
2.2414490E-001	4.3848871E+007	2.7367171E+001	3.1544088E+016	1.6681256E+000	8.6494838E+006
2.2326000E-001	4.3909380E+007	2.7617782E+001	3.1920889E+016	1.6681244E+000	8.6750315E+006
2.2237560E-001	4.3969904E+007	2.7870178E+001	3.2301492E+016	1.6681235E+000	8.7006607E+006
2.2149170E-001	4.4030418E+007	2.8124381E+001	3.2685910E+016	1.6681228E+000	8.7263708E+006
2.2060850E-001	4.4090931E+007	2.8380373E+001	3.3074164E+016	1.6681218E+000	8.7521611E+006
2.1972570E-001	4.4151432E+007	2.8638160E+001	3.3466246E+016	1.6681216E+000	8.7780308E+006
2.1884370E-001	4.4211921E+007	2.8897743E+001	3.3862195E+016	1.6681211E+000	8.8039792E+006
2.1796220E-001	4.4272391E+007	2.9159114E+001	3.4262004E+016	1.6681209E+000	8.8300055E+006
2.1708150E-001	4.4332832E+007	2.9422282E+001	3.4665684E+016	1.6681210E+000	8.8561089E+006
2.1620140E-001	4.4393255E+007	2.9687234E+001	3.5073258E+016	1.6681212E+000	8.8822885E+006
2.1532210E-001	4.4453623E+007	2.9953972E+001	3.5484703E+016	1.6681211E+000	8.9085434E+006
2.1444350E-001	4.4513972E+007	3.0222486E+001	3.5900055E+016	1.6681218E+000	8.9348727E+006
2.1356570E-001	4.4574257E+007	3.0492786E+001	3.6319309E+016	1.6681218E+000	8.9612753E+006
2.1268870E-001	4.4634506E+007	3.0764859E+001	3.6742473E+016	1.6681228E+000	8.9877504E+006
2.1181260E-001	4.4694699E+007	3.1038695E+001	3.7169539E+016	1.6681240E+000	9.0142967E+006
2.1093740E-001	4.4754822E+007	3.1314307E+001	3.7600520E+016	1.6681252E+000	9.0409133E+006
2.1006310E-001	4.4814891E+007	3.1591660E+001	3.8035418E+016	1.6681263E+000	9.0675990E+006
2.0918970E-001	4.4874889E+007	3.1870766E+001	3.8474227E+016	1.6681280E+000	9.0943526E+006
2.0831730E-001	4.4934820E+007	3.2151594E+001	3.8916945E+016	1.6681296E+000	9.1211729E+006
2.0744590E-001	4.4994678E+007	3.2434149E+001	3.9363574E+016	1.6681315E+000	9.1480586E+006
2.0657560E-001	4.5054457E+007	3.2718411E+001	3.9814109E+016	1.6681331E+000	9.1750085E+006
2.0570630E-001	4.5114138E+007	3.3004382E+001	4.0268539E+016	1.6681345E+000	9.2020213E+006
2.0483820E-001	4.5173741E+007	3.3292043E+001	4.0726863E+016	1.6681366E+000	9.2290954E+006
2.0397120E-001	4.5233236E+007	3.3581390E+001	4.1189078E+016	1.6681378E+000	9.2562296E+006
2.0310550E-001	4.5292639E+007	3.3872390E+001	4.1655148E+016	1.6681397E+000	9.2834223E+006
2.0224100E-001	4.5351935E+007	3.4165068E+001	4.2125102E+016	1.6681418E+000	9.3106720E+006
2.0137770E-001	4.5411111E+007	3.4459375E+001	4.2598887E+016	1.6681435E+000	9.3379773E+006
2.0051580E-001	4.5470161E+007	3.4755322E+001	4.3076512E+016	1.6681449E+000	9.3653365E+006
1.9965520E-001	4.5529096E+007	3.5052888E+001	4.3557965E+016	1.6681468E+000	9.3927482E+006
1.9879600E-001	4.5587892E+007	3.5352049E+001	4.4043207E+016	1.6681484E+000	9.4202105E+006
1.9793830E-001	4.5646553E+007	3.5652797E+001	4.4532234E+016	1.6681499E+000	9.4477220E+006
1.9708210E-001	4.5705058E+007	3.5955123E+001	4.5025020E+016	1.6681511E+000	9.4752810E+006
1.9622740E-001	4.5763416E+007	3.6259001E+001	4.5521543E+016	1.6681525E+000	9.5028858E+006
1.9537420E-001	4.5821628E+007	3.6564407E+001	4.6021781E+016	1.6681540E+000	9.5305349E+006
1.9452270E-001	4.5879664E+007	3.6871344E+001	4.6525707E+016	1.6681552E+000	9.5582263E+006
1.9367280E-001	4.5937529E+007	3.7179778E+001	4.7033289E+016	1.6681561E+000	9.5859584E+006
1.9282470E-001	4.5995225E+007	3.7489686E+001	4.7544500E+016	1.6681573E+000	9.6137291E+006
1.9197830E-001	4.6052739E+007	3.7801066E+001	4.8059328E+016	1.6681584E+000	9.6415364E+006
1.9113360E-001	4.6110052E+007	3.8113898E+001	4.8577723E+016	1.6681590E+000	9.6693783E+006
1.9029090E-001	4.6167180E+007	3.8428160E+001	4.9099664E+016	1.6681602E+000	9.6972526E+006
1.8944990E-001	4.6224084E+007	3.8743829E+001	4.9625098E+016	1.6681603E+000	9.7251570E+006
1.8861090E-001	4.6280801E+007	3.9060886E+001	5.0154027E+016	1.6681612E+000	9.7530893E+006
1.8777390E-001	4.6337272E+007	3.9379338E+001	5.0686387E+016	1.6681612E+000	9.7810472E+006
1.8693880E-001	4.6393543E+007	3.9699133E+001	5.1222164E+016	1.6681619E+000	9.8090284E+006
1.8610580E-001	4.6449560E+007	4.0020278E+001	5.1761305E+016	1.6681615E+000	9.8370303E+006
1.8527490E-001	4.6505357E+007	4.0342738E+001	5.2303785E+016	1.6681620E+000	9.8650507E+006
1.8444600E-001	4.6560901E+007	4.0666500E+001	5.2849559E+016	1.6681619E+000	9.8930868E+006
1.8361930E-001	4.6616185E+007	4.0991561E+001	5.3398590E+016	1.6681616E+000	9.9211363E+006
1.8279480E-001	4.6671222E+007	4.1317874E+001	5.3950840E+016	1.6681615E+000	9.9491964E+006
1.8197260E-001	4.6725976E+007	4.1645457E+001	5.4506262E+016	1.6681612E+000	9.9772647E+006
1.8115250E-001	4.6780460E+007	4.1974264E+001	5.5064824E+016	1.6681604E+000	1.0005338E+007
1.8033480E-001	4.6834664E+007	4.2304288E+001	5.5626480E+016	1.6681597E+000	1.0033415E+007
1.7951940E-001	4.6888592E+007	4.2635494E+001	5.6191191E+016	1.6681590E+000	1.0061492E+007
1.7870630E-001	4.6942232E+007	4.2967866E+001	5.6758902E+016	1.6681583E+000	1.0089568E+007
1.7789570E-001	4.6995572E+007	4.3301404E+001	5.7329574E+016	1.6681578E+000	1.0117640E+007
1.7708750E-001	4.7048619E+007	4.3636047E+001	5.7903152E+016	1.6681571E+000	1.0145707E+007
1.7628170E-001	4.7101360E+007	4.3971794E+001	5.8479594E+016	1.6681563E+000	1.0173765E+007
1.7547850E-001	4.7153789E+007	4.4308627E+001	5.9058840E+016	1.6681557E+000	1.0201813E+007
1.7467780E-001	4.7205906E+007	4.4646507E+001	5.9640852E+016	1.6681547E+000	1.0229848E+007
1.7387970E-001	4.7257704E+007	4.4985425E+001	6.0225559E+016	1.6681544E+000	1.0257869E+007
1.7308420E-001	4.7309181E+007	4.5325360E+001	6.0812945E+016	1.6681538E+000	1.0285872E+007
1.7229130E-001	4.7360320E+007	4.5666275E+001	6.1402918E+016	1.6681528E+000	1.0313857E+007
1.7150110E-001	4.7411138E+007	4.6008162E+001	6.1995457E+016	1.6681526E+000	1.0341821E+007
1.7071360E-001	4.7461610E+007	4.6350992E+001	6.2590484E+016	1.6681521E+000	1.0369762E+007
1.6992880E-001	4.7511744E+007	4.6694743E+001	6.3187969E+016	1.6681517E+000	1.0397678E+007
1.6914680E-001	4.7561535E+007	4.7039399E+001	6.3787852E+016	1.6681516E+000	1.0425566E+007
1.6836750E-001	4.7610972E+007	4.7384931E+001	6.4390078E+016	1.6681511E+000	1.0453426E+007
1.6759110E-001	4.7660056E+007	4.7731331E+001	6.4994602E+016	1.6681510E+000	1.0481254E+007
1.6681740E-001	4.7708788E+007	4.8078567E+001	6.5601367E+016	1.6681511E+000	1.0509050E+007
1.6604660E-001	4.7757149E+007	4.8426617E+001	6.6210305E+016	1.6681509E+000	1.0536810E+007
1.6527870E-001	4.7805153E+007	4.8775467E+001	6.6821398E+016	1.6681508E+000	1.0564534E+007
1.6451360E-001	4.7852792E+007	4.9125107E+001	6.7434578E+016	1.6681513E+000	1.0592220E+007
1.6375140E-001	4.7900060E+007	4.9475485E+001	6.8049773E+016	1.6681515E+000	1.0619865E+007
1.6299220E-001	4.7946945E+007	4.9826629E+001	6.8666977E+016	1.6681514E+000	1.0647468E+007
1.6223580E-001	4.7993459E+007	5.0178478E+001	6.9286102E+016	1.6681514E+000	1.0675028E+007
1.6148240E-001	4.8039595E+007	5.0531037E+001	6.9907102E+016	1.6681519E+000	1.0702543E+007
1.6073200E-001	4.8085346E+007	5.0884274E+001	7.0529937E+016	1.6681519E+000	1.0730011E+007
1.5998450E-001	4.8130716E+007	5.1238185E+001	7.1154555E+016	1.6681522E+000	1.0757431E+007
1.5923990E-001	4.8175694E+007	5.1592760E+001	7.1780914E+016	1.6681525E+000	1.0784801E+007
1.5849840E-001	4.8220292E+007	5.1947953E+001	7.2408969E+016	1.6681525E+000	1.0812120E+007
1.5775980E-001	4.8264492E+007	5.2303780E+001	7.3038648E+016	1.6681528E+000	1.0839386E+007
1.5702420E-001	4.8308304E+007	5.2660211E+001	7.3669930E+016	1.6681532E+000	1.0866599E+007
1.5629160E-001	4.8351714E+007	5.3017233E+001	7.4302758E+016	1.6681529E+000	1.0893756E+007
1.5556200E-001	4.8394736E+007	5.3374822E+001	7.4937086E+016	1.6681530E+000	1.0920857E+007
1.5483540E-001	4.8437358E+007	5.3732988E+001	7.5572883E+016	1.6681530E+000	1.0947901E+007
1.5411180E-001	4.8479591E+007	5.4091691E+001	7.6210094E+016	1.6681533E+000	1.0974886E+007
1.5339120E-001	4.8521415E+007	5.4450936E+001	7.6848672E+016	1.6681530E+000	1.1001811E+007
1.5267350E-001	4.8562841E+007	5.4810706E+001	7.7488586E+016	1.6681528E+000	1.1028675E+007
1.5195880E-001	4.8603861E+007	5.5170992E+001	7.8129797E+016	1.6681521E+000	1.1055478E+007
1.5124710E-001	4.8644498E+007	5.5531762E+001	7.8772250E+016	1.6681521E+000	1.1082218E+007
1.5053840E-001	4.8684725E+007	5.5893027E+001	7.9415930E+016	1.6681514E+000	1.1108895E+007
1.4983270E-001	4.8724559E+007	5.6254750E+001	8.0060758E+016	1.6681509E+000	1.1135507E+007
1.4912990E-001	4.8763981E+007	5.6616967E+001	8.0706742E+016	1.6681499E+000	1.1162054E+007
1.4843000E-001	4.8803034E+007	5.6979609E+001	8.1353844E+016	1.6681497E+000	1.1188536E+007
1.4773310E-001	4.8841674E+007	5.7342694E+001	8.2001992E+016	1.6681488E+000	1.1214951E+007
1.4703910E-001	4.8879919E+007	5.7706222E+001	8.2651195E+016	1.6681476E+000	1.1241299E+007
1.4634790E-001	4.8917786E+007	5.8070150E+001	8.3301391E+016	1.6681468E+000	1.1267579E+007
1.4565970E-001	4.8955251E+007	5.8434508E+001	8.3952578E+016	1.6681454E+000	1.1293791E+007
1.4497440E-001	4.8992314E+007	5.8799274E+001	8.4604680E+016	1.6681437E+000	1.1319935E+007
1.4429190E-001	4.9029007E+007	5.9164439E+001	8.5257711E+016	1.6681430E+000	1.1346009E+007
1.4361220E-001	4.9065300E+007	5.9530002E+001	8.5911617E+016	1.6681416E+000	1.1372014E+007
1.4293540E-001	4.9101208E+007	5.9895951E+001	8.6566367E+016	1.6681405E+000	1.1397948E+007
1.4226140E-001	4.9136723E+007	6.0262293E+001	8.7221953E+016	1.6681390E+000	1.1423813E+007
1.4159020E-001	4.9171850E+007	6.0629015E+001	8.7878328E+016	1.6681374E+000	1.1449606E+007
1.4092180E-001	4.9206602E+007	6.0996107E+001	8.8535477E+016	1.6681364E+000	1.1475328E+007
1.4025610E-001	4.9240968E+007	6.1363569E+001	8.9193375E+016	1.6681349E+000	1.1500980E+007
1.3959310E-001	4.9274951E+007	6.1731406E+001	8.9851992E+016	1.6681337E+000	1.1526559E+007
1.3893290E-001	4.9308554E+007	6.2099612E+001	9.0511312E+016	1.6681325E+000	1.1552067E+007
1.3827530E-001	4.9341775E+007	6.2468178E+001	9.1171297E+016	1.6681314E+000	1.1577503E+007
1.3762040E-001	4.9374615E+007	6.2837106E+001	9.1831938E+016	1.6681299E+000	1.1602867E+007
1.3696820E-001	4.9407080E+007	6.3206408E+001	9.2493227E+016	1.6681287E+000	1.1628159E+007
1.3631860E-001	4.9439172E+007	6.3576052E+001	9.3155109E+016	1.6681275E+000	1.1653378E+007
1.3567160E-001	4.9470882E+007	6.3946073E+001	9.3817586E+016	1.6681263E+000	1.1678525E+007
1.3502720E-001	4.9502234E+007	6.4316436E+001	9.4480648E+016	1.6681254E+000	1.1703600E+007
1.3438530E-001	4.9533212E+007	6.4687154E+001	9.5144258E+016	1.6681244E+000	1.1728603E+007
1.3374600E-001	4.9563825E+007	6.5058230E+001	9.5808406E+016	1.6681237E+000	1.1753533E+007
1.3310910E-001	4.9594069E+007	6.5429670E+001	9.6473078E+016	1.6681230E+000	1.1778391E+007
1.3247480E-001	4.9623943E+007	6.5801470E+001	9.7138258E+016	1.6681221E+000	1.1803177E+007
1.3184290E-001	4.9653455E+007	6.6173639E+001	9.7803922E+016	1.6681216E+000	1.1827890E+007
1.3121340E-001	4.9682610E+007	6.6546153E+001	9.8470063E+016	1.6681210E+000	1.1852532E+007
1.3058640E-001	4.9711411E+007	6.6919029E+001	9.9136664E+016	1.6681209E+000	1.1877102E+007
1.2996170E-001	4.9739845E+007	6.7292273E+001	9.9803711E+016	1.6681203E+000	1.1901599E+007
1.2933940E-001	4.9767928E+007	6.7665881E+001	1.0047119E+017	1.6681201E+000	1.1926025E+007
1.2871940E-001	4.9795660E+007	6.8039853E+001	1.0113910E+017	1.6681199E+000	1.1950380E+007
1.2810170E-001	4.9823035E+007	6.8414204E+001	1.0180741E+017	1.6681199E+000	1.1974663E+007
1.2748630E-001	4.9850064E+007	6.8788899E+001	1.0247610E+017	1.6681197E+000	1.1998875E+007
1.2687320E-001	4.9876738E+007	6.9164018E+001	1.0314519E+017	1.6681201E+000	1.2023016E+007
1.2626230E-001	4.9903076E+007	6.9539494E+001	1.0381466E+017	1.6681207E+000	1.2047087E+007
1.2565360E-001	4.9929070E+007	6.9915343E+001	1.0448448E+017	1.6681213E+000	1.2071086E+007
1.2504700E-001	4.9954722E+007	7.0291578E+001	1.0515466E+017	1.6681222E+000	1.2095016E+007
1.2444270E-001	4.9980034E+007	7.0668199E+001	1.0582520E+017	1.6681229E+000	1.2118876E+007
1.2384040E-001	5.0005008E+007	7.1045200E+001	1.0649606E+017	1.6681235E+000	1.2142665E+007
1.2324020E-001	5.0029650E+007	7.1422586E+001	1.0716725E+017	1.6681243E+000	1.2166385E+007
1.2264220E-001	5.0053951E+007	7.1800376E+001	1.0783876E+017	1.6681249E+000	1.2190036E+007
1.2204610E-001	5.0077924E+007	7.2178552E+001	1.0851057E+017	1.6681256E+000	1.2213618E+007
1.2145210E-001	5.0101567E+007	7.2557143E+001	1.0918271E+017	1.6681262E+000	1.2237132E+007
1.2086000E-001	5.0124882E+007	7.2936130E+001	1.0985512E+017	1.6681271E+000	1.2260576E+007
1.2027000E-001	5.0147872E+007	7.3315528E+001	1.1052785E+017	1.6681275E+000	1.2283953E+007
1.1968180E-001	5.0170550E+007	7.3695321E+001	1.1120084E+017	1.6681287E+000	1.2307262E+007
1.1909560E-001	5.0192885E+007	7.4075557E+001	1.1187410E+017	1.6681292E+000	1.2330504E+007
1.1851130E-001	5.0214914E+007	7.4456206E+001	1.1254766E+017	1.6681299E+000	1.2353678E+007
1.1792880E-001	5.0236628E+007	7.4837270E+001	1.1322148E+017	1.6681308E+000	1.2376785E+007
1.1734820E-001	5.0258021E+007	7.5218774E+001	1.1389554E+017	1.6681316E+000	1.2399826E+007
1.1676940E-001	5.0279103E+007	7.5600709E+001	1.1456985E+017	1.6681325E+000	1.2422800E+007
1.1619230E-001	5.0299872E+007	7.5983091E+001	1.1524442E+017	1.6681335E+000	1.2445708E+007
1.1561710E-001	5.0320330E+007	7.6365905E+001	1.1591921E+017	1.6681345E+000	1.2468550E+007
1.1504350E-001	5.0340482E+007	7.6749156E+001	1.1659424E+017	1.6681352E+000	1.2491327E+007
1.1447170E-001	5.0360328E+007	7.7132879E+001	1.1726952E+017	1.6681361E+000	1.2514039E+007
1.1390160E-001	5.0379863E+007	7.7517047E+001	1.1794499E+017	1.6681368E+000	1.2536685E+007
1.1333310E-001	5.0399107E+007	7.7901665E+001	1.1862070E+017	1.6681378E+000	1.2559268E+007
1.1276630E-001	5.0418043E+007	7.8286778E+001	1.1929664E+017	1.6681387E+000	1.2581786E+007
1.1220110E-001	5.0436683E+007	7.8672333E+001	1.1997276E+017	1.6681397E+000	1.2604239E+007
1.1163750E-001	5.0455026E+007	7.9058372E+001	1.2064908E+017	1.6681409E+000	1.2626629E+007
1.1107550E-001	5.0473081E+007	7.9444879E+001	1.2132562E+017	1.6681421E+000	1.2648956E+007
1.1051500E-001	5.0490840E+007	7.9831866E+001	1.2200233E+017	1.6681433E+000	1.2671219E+007
1.0995600E-001	5.0508309E+007	8.0219347E+001	1.2267924E+017	1.6681446E+000	1.2693419E+007
1.0939850E-001	5.0525488E+007	8.0607310E+001	1.2335633E+017	1.6681459E+000	1.2715557E+007
1.0884260E-001	5.0542377E+007	8.0995761E+001	1.2403359E+017	1.6681470E+000	1.2737632E+007
1.0828800E-001	5.0558985E+007	8.1384707E+001	1.2471102E+017	1.6681483E+000	1.2759645E+007
1.0773490E-001	5.0575302E+007	8.1774153E+001	1.2538861E+017	1.6681494E+000	1.2781596E+007
1.0718320E-001	5.0591348E+007	8.2164101E+001	1.2606636E+017	1.6681511E+000	1.2803485E+007
1.0663290E-001	5.0607106E+007	8.2554564E+001	1.2674427E+017	1.6681526E+000	1.2825313E+007
1.0608400E-001	5.0622587E+007	8.2945550E+001	1.2742235E+017	1.6681540E+000	1.2847079E+007
1.0553640E-001	5.0637788E+007	8.3337024E+001	1.2810053E+017	1.6681554E+000	1.2868784E+007
1.0499020E-001	5.0652724E+007	8.3729024E+001	1.2877886E+017	1.6681576E+000	1.2890429E+007
1.0444520E-001	5.0667378E+007	8.4121552E+001	1.2945734E+017	1.6681590E+000	1.2912013E+007
1.0390160E-001	5.0681755E+007	8.4514591E+001	1.3013591E+017	1.6681604E+000	1.2933536E+007
1.0335920E-001	5.0695878E+007	8.4908149E+001	1.3081463E+017	1.6681625E+000	1.2954999E+007
1.0281800E-001	5.0709722E+007	8.5302234E+001	1.3149344E+017	1.6681641E+000	1.2976402E+007
1.0227810E-001	5.0723300E+007	8.5696868E+001	1.3217236E+017	1.6681662E+000	1.2997745E+007
1.0173940E-001	5.0736618E+007	8.6092019E+001	1.3285138E+017	1.6681683E+000	1.3019028E+007
1.0120180E-001	5.0749672E+007	8.6487709E+001	1.3353048E+017	1.6681706E+000	1.3040252E+007
1.0066540E-001	5.0762458E+007	8.6883935E+001	1.3420967E+017	1.6681725E+000	1.3061417E+007
1.0013020E-001	5.0774982E+007	8.7280708E+001	1.3488894E+017	1.6681745E+000	1.3082521E+007
9.9596100E-002	5.0787249E+007	8.7678003E+001	1.3556825E+017	1.6681767E+000	1.3103567E+007
9.9063100E-002	5.0799265E+007	8.8075848E+001	1.3624766E+017	1.6681790E+000	1.3124554E+007
9.8531200E-002	5.0811014E+007	8.8474238E+001	1.3692708E+017	1.6681812E+000	1.3145481E+007
9.8000400E-002	5.0822523E+007	8.8873169E+001	1.3760656E+017	1.6681840E+000	1.3166350E+007
9.7470600E-002	5.0833763E+007	8.9272655E+001	1.3828609E+017	1.6681859E+000	1.3187160E+007
9.6941900E-002	5.0844762E+007	8.9672658E+001	1.3896561E+017	1.6681886E+000	1.3207911E+007
9.6414200E-002	5.0855506E+007	9.0073227E+001	1.3964517E+017	1.6681910E+000	1.3228603E+007
9.5887500E-002	5.0866002E+007	9.0474330E+001	1.4032470E+017	1.6681936E+000	1.3249237E+007
9.5361800E-002	5.0876256E+007	9.0875971E+001	1.4100423E+017	1.6681964E+000	1.3269813E+007
9.4837000E-002	5.0886248E+007	9.1278193E+001	1.4168378E+017	1.6681986E+000	1.3290329E+007
9.4313200E-002	5.0896020E+007	9.1680903E+001	1.4236327E+017	1.6682018E+000	1.3310788E+007
9.3790400E-002	5.0905534E+007	9.2084206E+001	1.4304277E+017	1.6682043E+000	1.3331188E+007
9.3268400E-002	5.0914798E+007	9.2488033E+001	1.4372214E+017	1.6682069E+000	1.3351529E+007
9.2747400E-002	5.0923835E+007	9.2892384E+001	1.4440150E+017	1.6682096E+000	1.3371812E+007
9.2227200E-002	5.0932624E+007	9.3297301E+001	1.4508077E+017	1.6682124E+000	1.3392037E+007
9.1708000E-002	5.0941176E+007	9.3702724E+001	1.4575994E+017	1.6682148E+000	1.3412202E+007
9.1189500E-002	5.0949503E+007	9.4108720E+001	1.4643908E+017	1.6682179E+000	1.3432310E+007
9.0672000E-002	5.0957580E+007	9.4515211E+001	1.4711803E+017	1.6682203E+000	1.3452358E+007
9.0155200E-002	5.0965428E+007	9.4922247E+001	1.4779687E+017	1.6682230E+000	1.3472348E+007
8.9639300E-002	5.0973036E+007	9.5329822E+001	1.4847558E+017	1.6682255E+000	1.3492280E+007
8.9124200E-002	5.0980417E+007	9.5737920E+001	1.4915414E+017	1.6682281E+000	1.3512152E+007
8.8609900E-002	5.0987571E+007	9.6146515E+001	1.4983252E+017	1.6682308E+000	1.3531965E+007
8.8096300E-002	5.0994497E+007	9.6555606E+001	1.5051072E+017	1.6682329E+000	1.3551720E+007
8.7583500E-002	5.1001196E+007	9.6965231E+001	1.5118872E+017	1.6682355E+000	1.3571415E+007
8.7071400E-002	5.1007660E+007	9.7375364E+001	1.5186652E+017	1.6682374E+000	1.3591050E+007
8.6560100E-002	5.1013911E+007	9.7785954E+001	1.5254405E+017	1.6682397E+000	1.3610627E+007
8.6049500E-002	5.1019930E+007	9.8197058E+001	1.5322134E+017	1.6682415E+000	1.3630144E+007
8.5539600E-002	5.1025738E+007	9.8608639E+001	1.5389839E+017	1.6682436E+000	1.3649601E+007
8.5030400E-002	5.1031325E+007	9.9020691E+001	1.5457512E+017	1.6682458E+000	1.3668998E+007
8.4521900E-002	5.1036680E+007	9.9433252E+001	1.5525159E+017	1.6682472E+000	1.3688335E+007
8.4014000E-002	5.1041832E+007	9.9846252E+001	1.5592773E+017	1.6682491E+000	1.3707612E+007
8.3506800E-002	5.1046763E+007	1.0025971E+002	1.5660352E+017	1.6682509E+000	1.3726828E+007
8.3000200E-002	5.1051480E+007	1.0067361E+002	1.5727895E+017	1.6682522E+000	1.3745983E+007
8.2494300E-002	5.1055987E+007	1.0108794E+002	1.5795400E+017	1.6682537E+000	1.3765077E+007
8.1989000E-002	5.1060284E+007	1.0150270E+002	1.5862864E+017	1.6682551E+000	1.3784110E+007
8.1484300E-002	5.1064383E+007	1.0191788E+002	1.5930292E+017	1.6682565E+000	1.3803082E+007
8.0980200E-002	5.1068260E+007	1.0233346E+002	1.5997670E+017	1.6682572E+000	1.3821992E+007
8.0476700E-002	5.1071934E+007	1.0274942E+002	1.6064997E+017	1.6682584E+000	1.3840839E+007
7.9973800E-002	5.1075404E+007	1.0316578E+002	1.6132281E+017	1.6682591E+000	1.3859624E+007
7.9471400E-002	5.1078676E+007	1.0358251E+002	1.6199513E+017	1.6682601E+000	1.3878347E+007
7.8969600E-002	5.1081749E+007	1.0399962E+002	1.6266695E+017	1.6682607E+000	1.3897006E+007
7.8468400E-002	5.1084627E+007	1.0441707E+002	1.6333819E+017	1.6682619E+000	1.3915602E+007
7.7967600E-002	5.1087299E+007	1.0483485E+002	1.6400886E+017	1.6682620E+000	1.3934134E+007
7.7467400E-002	5.1089770E+007	1.0525298E+002	1.6467891E+017	1.6682622E+000	1.3952602E+007
7.6967800E-002	5.1092058E+007	1.0567140E+002	1.6534831E+017	1.6682630E+000	1.3971006E+007
7.6468600E-002	5.1094150E+007	1.0609013E+002	1.6601708E+017	1.6682632E+000	1.3989344E+007
7.5969900E-002	5.1096049E+007	1.0650917E+002	1.6668517E+017	1.6682636E+000	1.4007617E+007
7.5471800E-002	5.1097759E+007	1.0692843E+002	1.6735248E+017	1.6682639E+000	1.4025824E+007
7.4974100E-002	5.1099276E+007	1.0734796E+002	1.6801906E+017	1.6682638E+000	1.4043964E+007
7.4476900E-002	5.1100610E+007	1.0776774E+002	1.6868489E+017	1.6682639E+000	1.4062038E+007
7.3980100E-002	5.1101760E+007	1.0818771E+002	1.6934989E+017	1.6682638E+000	1.4080045E+007
