M	Y	acoustic_cutoff	delta_nu_scaling	nu_max	radius	age	delta_nu	d_delta_nu	delta_nu_0	d_delta_nu_0	delta_nu_1	d_delta_nu_1	ratio_1	delta_nu_2	d_delta_nu_2	ratio_2	delta_nu_3	d_delta_nu_3	ratio_3
0.9	0.24	6481.17005764268	181.210252913929	4471.14818063219	0.815836091292504	4.57e+09	168.524805097377	2.81990412035839	174.643122443849	0.0965284338602197	174.758112703546	0.0948578765126831	1.00065842993464	174.991914753389	0.0911319617858075	1.00199717174464	175.346259288954	0.086434987763425	1.00402613532824
0.9	0.24	6838.82928645261	188.710856327253	4719.2588586789	0.794227298285044	56787519.5548402	175.981414309863	2.84355697795551	181.956731025366	0.0968942809565562	182.115730547316	0.0950645363470238	1.00087383149309	182.405754299876	0.0907572553191188	1.00246774753525	182.785468684387	0.0885125188686146	1.00455458643575
0.9	0.25	6408.39355697458	179.874916834741	4391.50726221662	0.820015659598298	4.57e+09	167.094156431867	2.82682464531049	173.25116435253	0.0959235319263504	173.366364107082	0.0955558178431244	1.00066492917945	173.600129223709	0.0905749350482287	1.00201421371385	173.954977219809	0.0847533056774245	1.00406238463048
0.9	0.25	6772.1852501373	187.395124588791	4642.87257367599	0.798008268162381	54074179.5332927	174.594707273798	2.84576779910002	180.583357192994	0.0973683945941357	180.744509779184	0.0942160474709492	1.00089239999021	181.033371296114	0.0901483241046092	1.00249200208765	181.411044430326	0.0881171894079791	1.00458340818444
0.9	0.26	6322.21284893441	178.304586346475	4305.53181446153	0.824986565575565	4.57e+09	165.444954800375	2.83038669578265	171.635314656519	0.0949870085635477	171.750320048406	0.0945088121448418	1.00067005669618	171.983087403153	0.0896813286769947	1.00202623071674	172.338278665437	0.0853203302766211	1.00409568398161
0.9	0.26	6715.7256708173	186.280498076152	4576.16684509794	0.801230519895915	51670685.8343898	173.411622306797	2.85006754235072	179.416856651043	0.0961471585505108	179.579229281735	0.093201202705046	1.00090500209246	179.866466790045	0.0906231996327982	1.00250595260331	180.242712910206	0.0874467031237732	1.00460300260844
0.9	0.27	6221.58096694028	176.462182579146	4212.18362055585	0.830906981083169	4.57e+09	163.523675589061	2.81889262900165	169.737228699332	0.0939377209323351	169.853401490109	0.0932303412775803	1.00068442728603	170.084772362602	0.0887129534232777	1.00204753939918	170.439014270014	0.084548275228546	1.00413454123211
0.9	0.27	6628.39532202668	184.615176510941	4490.01443603608	0.806132958793469	49089932.6223056	171.686421624316	2.83623540294512	177.695078411925	0.0947080344777693	177.858684864819	0.0918599182934231	1.00092071459917	178.143614392735	0.0896031750167482	1.00252418910428	178.515681256693	0.0867017112684879	1.00461803923948
0.9	0.28	6103.73645016668	174.262894811492	4109.43433829488	0.838093033714857	4.57e+09	161.282154861505	2.8236368235649	167.510622869792	0.0942519396380408	167.627681091693	0.0919095402669257	1.00069881073747	167.856405524022	0.0890482264686128	1.00206424314056	168.209481453923	0.083776141628214	1.00417202546417
0.9	0.28	6535.80400681949	182.814580295415	4402.42236298711	0.811505109522205	46691114.8596836	169.878147793683	2.82072299714179	175.886898740409	0.0932638233146233	176.051267371503	0.0905508699499632	1.0009345132143	176.333247096082	0.0886279343393104	1.00253770098211	176.700671519593	0.085997403674741	1.00462668217481
0.9	0.29	5968.51003340209	171.677656935596	3997.07799576251	0.84672047824007	4.57e+09	158.693114355292	2.80136536746512	164.924531543669	0.0934223967415127	165.044004235845	0.0907742472383639	1.00072440825545	165.269404756576	0.0870056460089043	1.00209109711987	165.620120294151	0.0821027272519703	1.00421761847053
0.9	0.29	6503.76760796316	182.163234419059	4357.34683282573	0.813404325315606	44849681.5726056	169.15101681865	2.81899768885146	175.180305586169	0.0921199294029077	175.343889436685	0.0896414137738416	1.00093380274665	175.625409357949	0.0877360374117139	1.00254083226017	175.99305401648	0.0852372411189482	1.00463949658948
0.9	0.3	5820.16862756219	168.803525832194	3877.90530176726	0.856533841901323	4.57e+09	155.841245663371	2.79620918036763	162.067137620132	0.0929286107211902	162.191827345585	0.0914535899872281	1.00076937081313	162.41187971405	0.0867690193693069	1.00212715606001	162.759785693239	0.0833209183747105	1.0042738341855
0.9	0.3	6592.14552806658	183.78492232477	4393.74828272802	0.808342770331099	44458767.6227156	170.616165091807	2.84792699032369	176.719964492754	0.091529097250798	176.879674241846	0.0894756982880213	1.00090374480071	177.16499333572	0.0870244812715101	1.00251827145984	177.541061150148	0.0843900626567426	1.00464631520129
0.9	0.31	5647.89748543766	165.349354543143	3744.73403162675	0.868678225094151	4.57e+09	152.451515891369	2.75984287616164	158.650212425804	0.0930103181673409	158.78160574553	0.091212527131045	1.00082819504441	158.994126475161	0.0871737037939569	1.0021677503238	159.337868967119	0.0839893172101903	1.00433441929135
0.9	0.31	6295.0546660645	178.002357660029	4173.60656121885	0.826159671229577	40532159.6546418	165.020220238484	2.79735056202866	171.02310278329	0.0901028496341044	171.186604669076	0.089312585736406	1.00095602221644	171.459133640827	0.0868457461986577	1.00254954360224	171.814202192826	0.086218590446518	1.00462568738762
0.9	0.32	5458.70004479556	161.473838675368	3602.30657849009	0.882775291609335	4.57e+09	148.671049352288	2.73774668163976	154.825716248087	0.0954532542707964	154.969103431471	0.091960395128058	1.00092611994221	155.171210399359	0.0900019399732237	1.00223150365227	155.509844129703	0.0844268488515966	1.00441869670101
0.9	0.32	6396.17911909283	179.8569428171	4219.27994615462	0.820124527082788	40210052.9550625	166.716328509781	2.81841774706768	172.793990368875	0.0902841630600464	172.95377265441	0.0897703869559763	1.00092469816337	173.232530947703	0.0867218462361925	1.00253793883625	173.598043677757	0.0846092374578276	1.00465324810872
0.9	0.33	5250.71666895887	157.117486592446	3449.43366334854	0.899285682956153	4.57e+09	144.473603914787	2.70845568515158	150.571809142677	0.0974761477024338	150.727416448538	0.0953904496439869	1.0010334424933	150.917001041934	0.0911509482819218	1.00229254002606	151.25010229286	0.0885852647896469	1.00450478183164
0.9	0.33	6271.31651441253	177.30436731809	4116.28095713963	0.828011309785998	38110159.1442119	164.214031802111	2.79921683638405	170.258582296179	0.090344376478549	170.418725976761	0.0899868557327088	1.00094059094363	170.691478106324	0.0874458236448403	1.00254257849623	171.049002065988	0.0869540720364118	1.00464246653032
1	0.23	5532.1070576955	161.144006780917	3812.72003366406	0.915602767713322	4.57e+09	149.300648270775	2.60115365650635	154.918283488706	0.0937920130052923	155.029433419386	0.0928074683446869	1.00071747458193	155.237160147981	0.0877348492394434	1.0020583539405	155.560570491725	0.0843084130034963	1.00414597288683
1	0.23	6022.04182444478	171.066808086906	4152.12550024936	0.87935046536266	46227608.4148434	159.17035563589	2.61975437185152	164.61563204068	0.0929030955173978	164.768325677727	0.0920412323022406	1.00092757677479	165.026938788236	0.0890337396166559	1.00249858863619	165.365190534824	0.0880777061717772	1.00455338587747
1	0.24	5399.23812203439	158.518477402946	3703.09070079009	0.925930643709103	4.57e+09	146.696481200741	2.59691283309593	152.307959458214	0.0942807864981965	152.421906291536	0.0915124212278096	1.0007481344621	152.624995818638	0.0882358127462038	1.0020815482103	152.945580906056	0.0837295620362216	1.00418639610241
1	0.24	5914.56821736702	168.91800171387	4057.65715990727	0.886899855031927	43995366.1137794	157.039471074745	2.61717148491785	162.468572587429	0.0928787127322388	162.621580615624	0.0907846576110001	1.00094177000363	162.875064620012	0.0895318877213032	1.00250197331158	163.20664527674	0.0875318639397811	1.00454286436791
1	0.25	5250.41439505574	155.512219892241	3584.21096827352	0.938091711015234	4.57e+09	143.743262947712	2.56634752551594	149.336090382887	0.0933707074466096	149.45460066817	0.0902392440526208	1.00079358100898	149.651707464081	0.0875781987320159	1.00211346822047	149.968061115443	0.0832680398113777	1.0042318687394
1	0.25	6049.81179120415	171.469899673064	4130.75238938906	0.877642622710176	44058310.04979	159.394479280775	2.63668310778068	164.907544717013	0.0910839438188249	165.055640743455	0.0906893793548208	1.00089805488703	165.316337102199	0.0873664089141838	1.00247891863218	165.659859079265	0.0864137462652479	1.00456203725271
1	0.26	5086.20163523479	152.115516676538	3456.49952749316	0.952277308985335	4.57e+09	140.428637621313	2.54925750487208	145.987768451603	0.0926527760321291	146.114244561684	0.0907348123573277	1.00086634730719	146.302957004765	0.0872792038148653	1.00215900658326	146.614269544756	0.0831566708753488	1.00429146290677
1	0.26	5942.36464449443	169.300207066002	4037.79662156553	0.885189517515965	41867524.567029	157.272240152486	2.62370397394159	162.765836184886	0.0911582762080324	162.914136544075	0.0894422772063223	1.00091112706858	163.17084159509	0.0865640079105572	1.00248827038706	163.507966308447	0.0858801031987396	1.00455949565926
1	0.27	4903.81869534516	148.284334648471	3319.06026361274	0.968875515738893	4.57e+09	136.706586397489	2.51437859361036	142.215310375049	0.0938912816722336	142.351110590501	0.0888791996967503	1.0009548916716	142.528961585682	0.0861886660614665	1.0022054672581	142.834772392461	0.0837070742319818	1.00435580399732
1	0.27	5827.7809361504	166.972103662378	3942.54159642674	0.893425836022347	39794374.1119621	154.99030418104	2.60683217377575	160.45521625093	0.0900609321664079	160.603400902019	0.0884829399407579	1.00092352654249	160.854686303198	0.0873785811303319	1.00248960464859	161.18471037046	0.0843467965802173	1.004546403268
1	0.28	4712.24084147908	144.119476174439	3175.16132505906	0.987737442124864	4.57e+09	132.709562054025	2.47456849029266	138.158365586487	0.0941531596289239	138.307177819539	0.0892020727660136	1.00107711344456	138.471418432647	0.0884485454653482	1.00226589859276	138.771463727747	0.0837297233539125	1.00443764761299
1	0.28	5740.16445037614	165.08351849272	3864.03246597405	0.900203746648593	37944676.7973669	153.132983079815	2.58564597302727	158.577687206234	0.089272334612405	158.725423398906	0.0878787601865967	1.00093163291302	158.972150481187	0.0871242493791343	1.00248750805931	159.296627075479	0.0843020963325662	1.00453367609221
1	0.29	4503.50941180287	139.532335449837	3023.09156883054	1.00952270101562	4.57e+09	128.307924498514	2.43623404018124	133.677379654767	0.0954765544864148	133.841750465724	0.0938364602999762	1.00122960826567	133.989989351922	0.0892165236488841	1.00233853848694	134.283178330691	0.0862471341858661	1.00453179646017
1	0.29	5620.01802296908	162.558094806043	3767.2147113382	0.909480120164336	36084823.0607981	150.708351466244	2.56541095961107	156.117390661431	0.0890735439424664	156.264480492992	0.0893225990551345	1.00094217454531	156.504081011869	0.0876577443980472	1.00247692040457	156.820344535429	0.0850657305996416	1.00450272625631
1	0.3	4288.54159017343	134.649511279538	2866.66421207009	1.03403932399196	4.57e+09	123.652258571523	2.39216296414292	128.930303342599	0.0994044660707712	129.111757232336	0.0950664053302753	1.00140737968524	129.241628561997	0.093858397309953	1.00241467840629	129.528154093073	0.0898750840379397	1.00463700724325
1	0.3	5501.90728890231	159.969713878543	3670.32666930139	0.9192401469204	34303353.6775788	148.219610498473	2.54333378539304	153.588915273668	0.0893167222697175	153.735275690505	0.0899375706698183	1.00095293606688	153.966462561657	0.0887067680720341	1.00245816755276	154.274101468373	0.0876713873397518	1.00446116956738
1	0.31	4069.33952270271	129.566902553134	2709.63929725781	1.06108807580961	4.57e+09	118.842792512127	2.34311207937998	124.020289644714	0.10299963065137	124.214894191556	0.100915037700403	1.00156913475529	124.326862214136	0.0969880622025486	1.0024719549543	124.606487464715	0.0932872851684464	1.00472662837412
1	0.31	5331.74941407678	156.317169759114	3541.35865990242	0.933552365530466	32416976.1190718	144.724974278446	2.49599121805574	150.029891019309	0.0903505382470546	150.173870458971	0.091569059896249	1.00095967169398	150.391189371958	0.0909267633919875	1.00240817579879	150.684841872918	0.0902113135435311	1.00436546910192
1	0.32	3842.94158344928	124.156339724257	2548.93730420754	1.09182605947474	4.57e+09	113.727798901494	2.28597072856059	118.787118235979	0.108842836937038	118.990586429801	0.102351651392028	1.00171288096591	119.087159079278	0.102076226099874	1.00252587021013	119.361263055621	0.096996458292443	1.0048333929484
1	0.32	5267.12310045108	154.787162039248	3483.01711808389	0.939453556734636	31063172.4167304	143.24955269655	2.4873237972794	148.534479823004	0.0937552149011698	148.676493126945	0.0938267721930571	1.00095609655152	148.889357961294	0.0933013172779251	1.00238919703165	149.17936357025	0.0927251164039956	1.00434164342188
1	0.33	3619.17986987757	118.661356678686	2390.99736798538	1.12537051154636	4.57e+09	108.552808433073	2.21505123193917	113.487253954351	0.112879401715356	113.689212444469	0.109184966399547	1.00177956980261	113.776834430338	0.104139501074987	1.00255165638339	114.046573001804	0.0992781490476349	1.00492847459044
1	0.33	5131.18206640853	151.762055784619	3378.6830616704	0.951784383113954	29456121.5341506	140.375392953538	2.45759718021456	145.608488200653	0.0967298515870946	145.746518726481	0.097386037239974	1.00094795658916	145.947418460507	0.0987256954019262	1.00232768201938	146.226572113883	0.0968441271230772	1.00424483435594
1.1	0.23	4322.62857126789	134.398916118601	2983.20330919182	1.06918037254362	4.57e+09	123.950325332995	2.29637691953993	128.888695282209	0.0913630972611606	129.030926394946	0.0894624551274173	1.00110351891162	129.177748480931	0.0861428285795007	1.00224265749676	129.452376532065	0.0829291937237213	1.00437339557687
1.1	0.23	5287.63785939104	154.558755782437	3645.99372514407	0.971804983254788	38087454.8296229	143.598202094155	2.40547340096393	148.545745669131	0.088317955539603	148.682773110329	0.0886903904969727	1.00092245954659	148.906679760671	0.0868992136408396	1.00242978410398	149.202359610854	0.0856832487243104	1.00442028103037
1.1	0.24	4137.95636127623	130.224588663071	2844.22236581607	1.09215918813421	4.57e+09	119.955608819109	2.26267309379121	124.824160054875	0.0924546765973641	124.980180113046	0.0893443060306178	1.00124991875052	125.111523898706	0.0865284302124591	1.002302149229	125.38024819394	0.0824854638398487	1.00445497200879
1.1	0.24	5176.56792637693	152.138365671587	3553.22333051483	0.982081506417882	36260742.146376	141.255395209909	2.39472690313974	146.167904152879	0.0885774810321581	146.304026353427	0.0878702571014885	1.0009312728491	146.520077027372	0.0878671779908117	1.0024093721295	146.80768741921	0.0855650043878779	1.00437704344219
1.1	0.25	3940.90589475894	125.687623346471	2698.80302592484	1.11850478923484	4.57e+09	115.634639809803	2.22198475839588	120.419966698604	0.0927826496596773	120.590665920001	0.0901143672838824	1.00141753254113	120.705757334472	0.0865395202091463	1.00237328280104	120.967473695457	0.084073391403846	1.00454664630679
1.1	0.25	5067.96899434969	149.745320459307	3464.17302773022	0.992447824211833	34570319.1295337	138.956233556688	2.36489063883144	143.831632989006	0.0878137639144255	143.966272457079	0.0874650763390763	1.0009360907978	144.174301317903	0.0878817465396761	1.00238242674282	144.453748123094	0.0857812963264556	1.00432530119529
1.1	0.26	3742.91181459976	121.010978408023	2553.89194823931	1.14728585593154	4.57e+09	111.195332293282	2.17681723634337	115.887131397157	0.0955793144257713	116.068950562052	0.0919255730024442	1.00156893317405	116.16771392504	0.0887140913396819	1.00242117070723	116.423491184945	0.0852555051502529	1.00462829462876
1.1	0.26	4955.73679585134	147.251662080167	3373.55933014781	1.00352484874016	32896708.351125	136.565409940783	2.3332621505344	141.40068675214	0.0874643412420256	141.532931540612	0.0875022758825937	1.00093524855862	141.732115709236	0.0883408070226265	1.00234389920381	142.002703143457	0.0864256220532619	1.00425752098625
1.1	0.27	3544.14954985924	116.176673237474	2409.38528858582	1.17895974823619	4.57e+09	106.639150866684	2.12699692072854	111.229246144015	0.0977770568597726	111.415416414145	0.0949031935022969	1.00167375287152	111.501101751589	0.0906230609675176	1.00244410186169	111.751435987414	0.0860625157267812	1.00469471709557
1.1	0.27	4835.17207400861	144.549689135781	3278.20595341541	1.01587000378	31300991.4679592	133.984602556039	2.30746386882167	138.774848985013	0.0879050748257441	138.903480067591	0.0898961419746697	1.00092690486438	139.092309407828	0.0896943360085503	1.00228759335814	139.353102911217	0.0879573703863692	1.004166849616
1.1	0.28	3344.97865960589	111.201665878034	2265.87413472805	1.21386506031266	4.57e+09	101.95719513929	2.05401116112422	106.436339153896	0.100310580279425	106.618625282299	0.0952690146986028	1.00171263057196	106.698337342803	0.0927925198392598	1.00246154829252	106.943834362891	0.0882982989135687	1.00476806336096
1.1	0.28	4694.35388169528	141.407406366643	3171.20938728579	1.03073168898324	29693237.9414935	131.011301875918	2.27532941239346	135.747686245187	0.0890317819656265	135.871614069984	0.0917236267820957	1.00091292771335	136.047285061094	0.0918944435027425	1.00220702705287	136.296205621729	0.0917765454910905	1.00404072726184
1.1	0.29	3132.91614803844	105.821465752678	2113.76270507812	1.25486842843733	4.57e+09	96.8948002865947	1.99096105685395	101.250575188206	0.105200263459773	101.420400902647	0.0996618157291517	1.0016772814784	101.496911054881	0.0954139159280506	1.00243293301018	101.739090236205	0.0898776084207145	1.0048248125711
1.1	0.29	4589.02945823486	138.9317294139	3086.80859990954	1.04269252362736	28299095.8363025	128.667109302748	2.2521527002204	133.363338346408	0.0927463404554165	133.482073978023	0.0945756246334494	1.00089031688233	133.647511267811	0.0949069725789468	1.00213081739649	133.88777240859	0.094988845765608	1.00393237053514
1.1	0.3	2896.57569974974	99.793439471393	1947.21426843718	1.30542556289885	4.57e+09	91.2139164861063	1.9136725461104	95.4274772739093	0.109607000386476	95.5703423021455	0.105294472155905	1.0014971057846	95.6444158958931	0.0988629976750408	1.00227333497836	95.8804760758868	0.0943781849314786	1.00474704786209
1.1	0.3	4482.08921941208	136.396801475622	3002.98865428596	1.05524692602473	27027496.9711759	126.2702721707	2.22720053094804	130.922719809287	0.0961360962758366	131.03511502559	0.0985089521003986	1.00085848519238	131.190130735989	0.100595729552175	1.00204250971177	131.421410571487	0.0992278937918037	1.00380904676382
1.1	0.31	2631.17301026902	92.9734264049602	1763.02784513884	1.36951902800561	4.57e+09	84.7631177111075	1.83348436141383	88.8211223620192	0.11691216667637	88.9043905332074	0.113762525607688	1.00093748163696	88.9862901578145	0.107705988975139	1.0018595553783	89.1699550360316	0.144834676894963	1.00392736169884
1.1	0.31	4384.61965904923	134.061326606778	2926.34385647146	1.06702262489319	25730863.2066543	124.048766774165	2.19539727249286	128.659872904221	0.100373699638287	128.765379470187	0.103195901219895	1.00082004251663	128.910988378637	0.105428000944518	1.00195177772795	129.134477112532	0.104119162397864	1.00368882851815
1.1	0.32	2349.37859508734	85.3645974163057	1567.62883854034	1.45150513492413	4.57e+09	77.2333950580327	1.71300457419104	81.4626365099278	0.121143870918807	81.4720546749043	0.110852919931895	1.00011561330912	81.4781138179363	0.174414500909521	1.00018999272147	80.6674861464749	0.505570843316301	0.990239078950557
1.1	0.32	4248.18885189843	130.846745502294	2824.72800572762	1.08401843903115	24379223.5292956	121.023999097815	2.16049157325703	125.579148671725	0.105528326882142	125.674762368431	0.110936146382658	1.0007613819469	125.805797307608	0.109645294948599	1.00180482698187	126.017289253068	0.110256822395789	1.00348895964002
1.1	0.33	2051.46069512578	77.0849950417153	1362.43693587041	1.55699049240686	4.57e+09	63.5825338396293	1.85587160548593	73.4032503637438	0.123708973600275	73.3001503231952	0.108754683997041	0.998595429493412	68.978984145471	0.924902754020916	0.939726562565707	62.1776206077465	1.22241779868864	0.847069037128879
1.1	0.33	3857.02732445278	121.896132072062	2557.05129702264	1.1366489412411	22284147.712346	112.555776591214	2.06006590109007	116.960195362068	0.113884611019164	117.011330861905	0.119918613469418	1.00043720429569	117.093716657879	0.120553891322011	1.00114159603955	117.265831141397	0.119364232217592	1.00261316064309
1.2	0.23	3165.23253214195	106.113746209823	2194.00310911687	1.28990790700001	4.57e+09	97.5193796927309	1.94747017566189	101.653448842603	0.0920720506855146	101.824657437642	0.0857216946505345	1.0016842379377	101.895469887738	0.0848236019123291	1.00238084440706	102.124186166123	0.0795306373387873	1.00463080523956
1.2	0.23	4406.84389839309	134.224593122952	3046.73737391823	1.09926783729662	30529431.4534806	124.578556847699	2.14604269483306	128.938617015974	0.0854743028324434	129.052233556049	0.086836483045735	1.00088116766493	129.214565221469	0.088423534170172	1.00214015173949	129.445758919773	0.0870238409849654	1.00393320415199
1.2	0.24	2981.9115390675	101.391048422035	2059.39121292221	1.32968317353639	4.57e+09	93.0836753874302	1.8943475462858	97.1151841407443	0.0933342171354369	97.273481769863	0.0893481125564974	1.00162999875374	97.3448399252993	0.0845932048402853	1.00236477731662	97.5686171201723	0.0804878677211503	1.00466902249571
1.2	0.24	4290.49694719616	131.52831941769	2955.45028945418	1.11397389588855	29084002.228602	122.010454462305	2.10990069344934	126.32386551798	0.0858949450462706	126.431678708635	0.0878616339459396	1.00085346652601	126.582596136263	0.0897736170272243	1.00204815311202	126.803432083707	0.0884990392276542	1.00379632592591
